Region,AccessFrequency,Performance,Redundancy,PricePerGB
ukwest,Archive Tier,Standard SSD,LRS,0.0025
ukwest,Archive Tier,Standard SSD,GRS,0.0043
ukwest,Archive Tier,Standard SSD,ZRS,na
westcentralus,Hot Tier,Premium SSD,LRS,0.18
westcentralus,Hot Tier,Premium SSD,GRS,na
westcentralus,Hot Tier,Premium SSD,ZRS,na
westcentralus,Hot Tier,Standard SSD,LRS,0.0184
westcentralus,Hot Tier,Standard SSD,GRS,0.0368
westcentralus,Hot Tier,Standard SSD,ZRS,na
westcentralus,Cold Tier,Premium SSD,LRS,na
westcentralus,Cold Tier,Premium SSD,GRS,na
westcentralus,Cold Tier,Premium SSD,ZRS,na
westcentralus,Cold Tier,Standard SSD,LRS,0.01
westcentralus,Cold Tier,Standard SSD,GRS,0.02
westcentralus,Cold Tier,Standard SSD,ZRS,na
westcentralus,Archive Tier,Premium SSD,LRS,na
westcentralus,Archive Tier,Premium SSD,GRS,na
westcentralus,Archive Tier,Premium SSD,ZRS,na
westcentralus,Archive Tier,Standard SSD,LRS,0.002
westcentralus,Archive Tier,Standard SSD,GRS,0.00299
westcentralus,Archive Tier,Standard SSD,ZRS,na
westeurope,Hot Tier,Premium SSD,LRS,0.195
westeurope,Hot Tier,Premium SSD,GRS,na
westeurope,Hot Tier,Premium SSD,ZRS,0.259
westeurope,Hot Tier,Standard SSD,LRS,0.0196
westeurope,Hot Tier,Standard SSD,GRS,0.0392
westeurope,Hot Tier,Standard SSD,ZRS,0.024
westeurope,Cold Tier,Premium SSD,LRS,na
westeurope,Cold Tier,Premium SSD,GRS,na
westeurope,Cold Tier,Premium SSD,ZRS,na
westeurope,Cold Tier,Standard SSD,LRS,0.01
westeurope,Cold Tier,Standard SSD,GRS,0.02
westeurope,Cold Tier,Standard SSD,ZRS,0.0131
westeurope,Archive Tier,Premium SSD,LRS,na
westeurope,Archive Tier,Premium SSD,GRS,na
westeurope,Archive Tier,Premium SSD,ZRS,na
westeurope,Archive Tier,Standard SSD,LRS,0.0018
westeurope,Archive Tier,Standard SSD,GRS,0.00279
westeurope,Archive Tier,Standard SSD,ZRS,na
westindia,Hot Tier,Premium SSD,LRS,0.225
westindia,Hot Tier,Premium SSD,GRS,na
westindia,Hot Tier,Premium SSD,ZRS,na
westindia,Hot Tier,Standard SSD,LRS,0.02
westindia,Hot Tier,Standard SSD,GRS,0.04
westindia,Hot Tier,Standard SSD,ZRS,na
westindia,Cold Tier,Premium SSD,LRS,na
westindia,Cold Tier,Premium SSD,GRS,na
westindia,Cold Tier,Premium SSD,ZRS,na
westindia,Cold Tier,Standard SSD,LRS,0.0152
westindia,Cold Tier,Standard SSD,GRS,0.0304
westindia,Cold Tier,Standard SSD,ZRS,na
westindia,Archive Tier,Premium SSD,LRS,na
westindia,Archive Tier,Premium SSD,GRS,na
westindia,Archive Tier,Premium SSD,ZRS,na
westindia,Archive Tier,Standard SSD,LRS,na
westindia,Archive Tier,Standard SSD,GRS,na
westindia,Archive Tier,Standard SSD,ZRS,na
westus,Hot Tier,Premium SSD,LRS,0.195
westus,Hot Tier,Premium SSD,GRS,na
westus,Hot Tier,Premium SSD,ZRS,na
westus,Hot Tier,Standard SSD,LRS,0.0208
westus,Hot Tier,Standard SSD,GRS,0.0458
westus,Hot Tier,Standard SSD,ZRS,na
westus,Cold Tier,Premium SSD,LRS,na
westus,Cold Tier,Premium SSD,GRS,na
westus,Cold Tier,Premium SSD,ZRS,na
westus,Cold Tier,Standard SSD,LRS,0.0115
westus,Cold Tier,Standard SSD,GRS,0.023
westus,Cold Tier,Standard SSD,ZRS,na
westus,Archive Tier,Premium SSD,LRS,na
westus,Archive Tier,Premium SSD,GRS,na
westus,Archive Tier,Premium SSD,ZRS,na
westus,Archive Tier,Standard SSD,LRS,0.002
westus,Archive Tier,Standard SSD,GRS,0.00299
westus,Archive Tier,Standard SSD,ZRS,na
westus2,Hot Tier,Premium SSD,LRS,0.15
westus2,Hot Tier,Premium SSD,GRS,na
westus2,Hot Tier,Premium SSD,ZRS,0.2
westus2,Hot Tier,Standard SSD,LRS,0.0184
westus2,Hot Tier,Standard SSD,GRS,0.0368
westus2,Hot Tier,Standard SSD,ZRS,0.023
westus2,Cold Tier,Premium SSD,LRS,na
westus2,Cold Tier,Premium SSD,GRS,na
westus2,Cold Tier,Premium SSD,ZRS,na
westus2,Cold Tier,Standard SSD,LRS,0.01
westus2,Cold Tier,Standard SSD,GRS,0.02
westus2,Cold Tier,Standard SSD,ZRS,0.0125
westus2,Archive Tier,Premium SSD,LRS,na
westus2,Archive Tier,Premium SSD,GRS,na
westus2,Archive Tier,Premium SSD,ZRS,na
westus2,Archive Tier,Standard SSD,LRS,0.00099
westus2,Archive Tier,Standard SSD,GRS,0.00299
westus2,Archive Tier,Standard SSD,ZRS,na
westus3,Hot Tier,Premium SSD,LRS,0.15
westus3,Hot Tier,Premium SSD,GRS,na
westus3,Hot Tier,Premium SSD,ZRS,0.2
westus3,Hot Tier,Standard SSD,LRS,0.0184
westus3,Hot Tier,Standard SSD,GRS,0.0368
westus3,Hot Tier,Standard SSD,ZRS,0.023
westus3,Cold Tier,Premium SSD,LRS,na
westus3,Cold Tier,Premium SSD,GRS,na
westus3,Cold Tier,Premium SSD,ZRS,na
westus3,Cold Tier,Standard SSD,LRS,0.01
westus3,Cold Tier,Standard SSD,GRS,0.02
westus3,Cold Tier,Standard SSD,ZRS,0.0125
westus3,Archive Tier,Premium SSD,LRS,na
westus3,Archive Tier,Premium SSD,GRS,na
westus3,Archive Tier,Premium SSD,ZRS,na
westus3,Archive Tier,Standard SSD,LRS,0.00099
westus3,Archive Tier,Standard SSD,GRS,0.00299
westus3,Archive Tier,Standard SSD,ZRS,na
