region,displayName,isoCountryCode,regionCategory,instance,available,restriction_type,restriction_reason,sku_capacity,linux_price_hourly,spot_price_hourly,spot_discount_pct,currencyCode,unitOfMeasure
denmarkeast,Denmark East,DK,Recommended,Standard_E2s_v5,unknown,,,,0.152,0.02809,81.5,USD,1 Hour
denmarkeast,Denmark East,DK,Recommended,Standard_E2s_v6,unknown,,,,0.16,0.029568,81.5,USD,1 Hour
denmarkeast,Denmark East,DK,Recommended,Standard_F4,unknown,,,,,,,,
denmarkeast,Denmark East,DK,Recommended,Standard_F4s,unknown,,,,,,,,
denmarkeast,Denmark East,DK,Recommended,Standard_F4s_v2,unknown,,,,,,,,
denmarkeast,Denmark East,DK,Recommended,Standard_FX4mds,unknown,,,,,,,,
eastasia,East Asia,HK,Recommended,Standard_B4ms,unknown,,,,0.234,,,USD,1 Hour
eastasia,East Asia,HK,Recommended,Standard_D4,unknown,,,,0.902,0.18,80.0,USD,1 Hour
eastasia,East Asia,HK,Recommended,Standard_D4_v2,unknown,,,,0.857,0.171,80.0,USD,1 Hour
eastasia,East Asia,HK,Recommended,Standard_D4s_v3,unknown,,,,0.264,0.048787,81.5,USD,1 Hour
eastasia,East Asia,HK,Recommended,Standard_D4s_v4,unknown,,,,0.264,0.048787,81.5,USD,1 Hour
eastasia,East Asia,HK,Recommended,Standard_D4s_v5,unknown,,,,0.264,0.048787,81.5,USD,1 Hour
eastasia,East Asia,HK,Recommended,Standard_D4s_v6,unknown,,,,0.277,0.05119,81.5,USD,1 Hour
eastasia,East Asia,HK,Recommended,Standard_DS4_v2,unknown,,,,0.857,0.174571,79.6,USD,1 Hour
eastasia,East Asia,HK,Recommended,Standard_E2_v3,unknown,,,,0.167,0.030862,81.5,USD,1 Hour
eastasia,East Asia,HK,Recommended,Standard_E2s_v3,unknown,,,,0.167,0.030862,81.5,USD,1 Hour
eastasia,East Asia,HK,Recommended,Standard_E2s_v4,unknown,,,,0.167,0.030862,81.5,USD,1 Hour
eastasia,East Asia,HK,Recommended,Standard_E2s_v5,unknown,,,,0.167,0.030862,81.5,USD,1 Hour
eastasia,East Asia,HK,Recommended,Standard_E2s_v6,unknown,,,,0.182,0.033634,81.5,USD,1 Hour
eastasia,East Asia,HK,Recommended,Standard_F4,unknown,,,,0.289,0.0578,80.0,USD,1 Hour
eastasia,East Asia,HK,Recommended,Standard_F4s,unknown,,,,0.289,0.05884,79.6,USD,1 Hour
eastasia,East Asia,HK,Recommended,Standard_F4s_v2,unknown,,,,0.216,0.0392,81.9,USD,1 Hour
eastasia,East Asia,HK,Recommended,Standard_FX4mds,unknown,,,,,,,,
eastus,East US,US,Recommended,Standard_B4ms,unknown,,,,0.166,,,USD,1 Hour
eastus,East US,US,Recommended,Standard_D4,unknown,,,,0.616,0.123,80.0,USD,1 Hour
eastus,East US,US,Recommended,Standard_D4_v2,unknown,,,,0.585,0.117,80.0,USD,1 Hour
eastus,East US,US,Recommended,Standard_D4s_v3,unknown,,,,0.192,0.037632,80.4,USD,1 Hour
eastus,East US,US,Recommended,Standard_D4s_v4,unknown,,,,0.192,0.0384,80.0,USD,1 Hour
eastus,East US,US,Recommended,Standard_D4s_v5,unknown,,,,0.192,0.0384,80.0,USD,1 Hour
eastus,East US,US,Recommended,Standard_D4s_v6,unknown,,,,0.202,0.042602,78.9,USD,1 Hour
eastus,East US,US,Recommended,Standard_DS4_v2,unknown,,,,0.585,0.12636,78.4,USD,1 Hour
eastus,East US,US,Recommended,Standard_E2_v3,unknown,,,,0.126,0.024696,80.4,USD,1 Hour
eastus,East US,US,Recommended,Standard_E2s_v3,unknown,,,,0.126,0.024696,80.4,USD,1 Hour
eastus,East US,US,Recommended,Standard_E2s_v4,unknown,,,,0.126,0.0252,80.0,USD,1 Hour
eastus,East US,US,Recommended,Standard_E2s_v5,unknown,,,,0.126,0.0252,80.0,USD,1 Hour
eastus,East US,US,Recommended,Standard_E2s_v6,unknown,,,,0.132,0.027377,79.3,USD,1 Hour
eastus,East US,US,Recommended,Standard_F4,unknown,,,,0.199,0.0398,80.0,USD,1 Hour
eastus,East US,US,Recommended,Standard_F4s,unknown,,,,0.199,0.042984,78.4,USD,1 Hour
eastus,East US,US,Recommended,Standard_F4s_v2,unknown,,,,0.169,0.0338,80.0,USD,1 Hour
eastus,East US,US,Recommended,Standard_FX4mds,unknown,,,,0.372,0.068746,81.5,USD,1 Hour
eastus2,East US 2,US,Recommended,Standard_B4ms,unknown,,,,0.166,,,USD,1 Hour
eastus2,East US 2,US,Recommended,Standard_D4,unknown,,,,0.536,0.107,80.0,USD,1 Hour
eastus2,East US 2,US,Recommended,Standard_D4_v2,unknown,,,,0.458,0.0916,80.0,USD,1 Hour
eastus2,East US 2,US,Recommended,Standard_D4s_v3,unknown,,,,0.192,0.09193,52.1,USD,1 Hour
eastus2,East US 2,US,Recommended,Standard_D4s_v4,unknown,,,,0.192,0.0384,80.0,USD,1 Hour
eastus2,East US 2,US,Recommended,Standard_D4s_v5,unknown,,,,0.192,0.0384,80.0,USD,1 Hour
eastus2,East US 2,US,Recommended,Standard_D4s_v6,unknown,,,,0.202,0.03733,81.5,USD,1 Hour
eastus2,East US 2,US,Recommended,Standard_DS4_v2,unknown,,,,0.458,0.281762,38.5,USD,1 Hour
eastus2,East US 2,US,Recommended,Standard_E2_v3,unknown,,,,0.133,0.0252,81.1,USD,1 Hour
eastus2,East US 2,US,Recommended,Standard_E2s_v3,unknown,,,,0.133,0.06368,52.1,USD,1 Hour
eastus2,East US 2,US,Recommended,Standard_E2s_v4,unknown,,,,0.126,0.0252,80.0,USD,1 Hour
eastus2,East US 2,US,Recommended,Standard_E2s_v5,unknown,,,,0.126,0.0252,80.0,USD,1 Hour
eastus2,East US 2,US,Recommended,Standard_E2s_v6,unknown,,,,0.132,0.024394,81.5,USD,1 Hour
eastus2,East US 2,US,Recommended,Standard_F4,unknown,,,,0.199,0.0398,80.0,USD,1 Hour
eastus2,East US 2,US,Recommended,Standard_F4s,unknown,,,,0.199,0.122425,38.5,USD,1 Hour
eastus2,East US 2,US,Recommended,Standard_F4s_v2,unknown,,,,0.169,0.0338,80.0,USD,1 Hour
eastus2,East US 2,US,Recommended,Standard_FX4mds,unknown,,,,0.372,0.068746,81.5,USD,1 Hour
francecentral,France Central,FR,Recommended,Standard_B4ms,unknown,,,,0.189,,,USD,1 Hour
francecentral,France Central,FR,Recommended,Standard_D4,unknown,,,,0.77,0.154,80.0,USD,1 Hour
francecentral,France Central,FR,Recommended,Standard_D4_v2,unknown,,,,0.702,0.14,80.1,USD,1 Hour
francecentral,France Central,FR,Recommended,Standard_D4s_v3,unknown,,,,0.224,0.041395,81.5,USD,1 Hour
francecentral,France Central,FR,Recommended,Standard_D4s_v4,unknown,,,,0.224,0.041395,81.5,USD,1 Hour
francecentral,France Central,FR,Recommended,Standard_D4s_v5,unknown,,,,0.224,0.041395,81.5,USD,1 Hour
francecentral,France Central,FR,Recommended,Standard_D4s_v6,unknown,,,,0.235,0.043428,81.5,USD,1 Hour
francecentral,France Central,FR,Recommended,Standard_DS4_v2,unknown,,,,0.702,0.142997,79.6,USD,1 Hour
francecentral,France Central,FR,Recommended,Standard_E2_v3,unknown,,,,0.156,0.028829,81.5,USD,1 Hour
francecentral,France Central,FR,Recommended,Standard_E2s_v3,unknown,,,,0.156,0.028829,81.5,USD,1 Hour
francecentral,France Central,FR,Recommended,Standard_E2s_v4,unknown,,,,0.148,0.02735,81.5,USD,1 Hour
francecentral,France Central,FR,Recommended,Standard_E2s_v5,unknown,,,,0.148,0.02735,81.5,USD,1 Hour
francecentral,France Central,FR,Recommended,Standard_E2s_v6,unknown,,,,0.155,0.028644,81.5,USD,1 Hour
francecentral,France Central,FR,Recommended,Standard_F4,unknown,,,,0.202,0.0404,80.0,USD,1 Hour
francecentral,France Central,FR,Recommended,Standard_F4s,unknown,,,,0.202,0.041147,79.6,USD,1 Hour
francecentral,France Central,FR,Recommended,Standard_F4s_v2,unknown,,,,0.202,0.034,83.2,USD,1 Hour
francecentral,France Central,FR,Recommended,Standard_FX4mds,unknown,,,,,,,,
francesouth,France South,FR,Recommended,Standard_B4ms,unknown,,,,0.27,,,USD,1 Hour
francesouth,France South,FR,Recommended,Standard_D4,unknown,,,,,,,,
francesouth,France South,FR,Recommended,Standard_D4_v2,unknown,,,,0.912,0.182,80.0,USD,1 Hour
francesouth,France South,FR,Recommended,Standard_D4s_v3,unknown,,,,0.291,0.053777,81.5,USD,1 Hour
francesouth,France South,FR,Recommended,Standard_D4s_v4,unknown,,,,0.292,0.053962,81.5,USD,1 Hour
francesouth,France South,FR,Recommended,Standard_D4s_v5,unknown,,,,0.291,0.053777,81.5,USD,1 Hour
francesouth,France South,FR,Recommended,Standard_D4s_v6,unknown,,,,0.306,0.056549,81.5,USD,1 Hour
francesouth,France South,FR,Recommended,Standard_DS4_v2,unknown,,,,0.912,0.185774,79.6,USD,1 Hour
francesouth,France South,FR,Recommended,Standard_E2_v3,unknown,,,,0.2028,0.037477,81.5,USD,1 Hour
francesouth,France South,FR,Recommended,Standard_E2s_v3,unknown,,,,0.2028,0.037477,81.5,USD,1 Hour
francesouth,France South,FR,Recommended,Standard_E2s_v4,unknown,,,,0.192,0.035482,81.5,USD,1 Hour
francesouth,France South,FR,Recommended,Standard_E2s_v5,unknown,,,,0.192,0.035482,81.5,USD,1 Hour
francesouth,France South,FR,Recommended,Standard_E2s_v6,unknown,,,,0.202,0.03733,81.5,USD,1 Hour
francesouth,France South,FR,Recommended,Standard_F4,unknown,,,,0.262,0.0525,80.0,USD,1 Hour
francesouth,France South,FR,Recommended,Standard_F4s,unknown,,,,0.262,0.053369,79.6,USD,1 Hour
francesouth,France South,FR,Recommended,Standard_F4s_v2,unknown,,,,0.262,0.034,87.0,USD,1 Hour
francesouth,France South,FR,Recommended,Standard_FX4mds,unknown,,,,,,,,
germanynorth,Germany North,DE,Recommended,Standard_B4ms,unknown,,,,0.25,,,USD,1 Hour
germanynorth,Germany North,DE,Recommended,Standard_D4,unknown,,,,,,,,
germanynorth,Germany North,DE,Recommended,Standard_D4_v2,unknown,,,,0.697,0.141979,79.6,USD,1 Hour
germanynorth,Germany North,DE,Recommended,Standard_D4s_v3,unknown,,,,0.299,0.055255,81.5,USD,1 Hour
germanynorth,Germany North,DE,Recommended,Standard_D4s_v4,unknown,,,,0.299,0.055255,81.5,USD,1 Hour
germanynorth,Germany North,DE,Recommended,Standard_D4s_v5,unknown,,,,0.299,0.055255,81.5,USD,1 Hour
germanynorth,Germany North,DE,Recommended,Standard_D4s_v6,unknown,,,,0.314,0.058027,81.5,USD,1 Hour
germanynorth,Germany North,DE,Recommended,Standard_DS4_v2,unknown,,,,0.697,0.141979,79.6,USD,1 Hour
germanynorth,Germany North,DE,Recommended,Standard_E2_v3,unknown,,,,0.198,0.03659,81.5,USD,1 Hour
germanynorth,Germany North,DE,Recommended,Standard_E2s_v3,unknown,,,,0.198,0.03659,81.5,USD,1 Hour
germanynorth,Germany North,DE,Recommended,Standard_E2s_v4,unknown,,,,0.198,0.03659,81.5,USD,1 Hour
germanynorth,Germany North,DE,Recommended,Standard_E2s_v5,unknown,,,,0.198,0.03659,81.5,USD,1 Hour
germanynorth,Germany North,DE,Recommended,Standard_E2s_v6,unknown,,,,0.207,0.038254,81.5,USD,1 Hour
germanynorth,Germany North,DE,Recommended,Standard_F4,unknown,,,,0.296,0.0593,80.0,USD,1 Hour
germanynorth,Germany North,DE,Recommended,Standard_F4s,unknown,,,,0.296,0.060295,79.6,USD,1 Hour
germanynorth,Germany North,DE,Recommended,Standard_F4s_v2,unknown,,,,0.252,0.04657,81.5,USD,1 Hour
germanynorth,Germany North,DE,Recommended,Standard_FX4mds,unknown,,,,,,,,
germanywestcentral,Germany West Central,DE,Recommended,Standard_B4ms,unknown,,,,0.192,,,USD,1 Hour
germanywestcentral,Germany West Central,DE,Recommended,Standard_D4,unknown,,,,,,,,
germanywestcentral,Germany West Central,DE,Recommended,Standard_D4_v2,unknown,,,,0.532,0.108368,79.6,USD,1 Hour
germanywestcentral,Germany West Central,DE,Recommended,Standard_D4s_v3,unknown,,,,0.23,0.042504,81.5,USD,1 Hour
germanywestcentral,Germany West Central,DE,Recommended,Standard_D4s_v4,unknown,,,,0.23,0.042504,81.5,USD,1 Hour
germanywestcentral,Germany West Central,DE,Recommended,Standard_D4s_v5,unknown,,,,0.23,0.042504,81.5,USD,1 Hour
germanywestcentral,Germany West Central,DE,Recommended,Standard_D4s_v6,unknown,,,,0.242,0.044722,81.5,USD,1 Hour
germanywestcentral,Germany West Central,DE,Recommended,Standard_DS4_v2,unknown,,,,0.532,0.108368,79.6,USD,1 Hour
germanywestcentral,Germany West Central,DE,Recommended,Standard_E2_v3,unknown,,,,0.152,0.02809,81.5,USD,1 Hour
germanywestcentral,Germany West Central,DE,Recommended,Standard_E2s_v3,unknown,,,,0.152,0.02809,81.5,USD,1 Hour
germanywestcentral,Germany West Central,DE,Recommended,Standard_E2s_v4,unknown,,,,0.152,0.02809,81.5,USD,1 Hour
germanywestcentral,Germany West Central,DE,Recommended,Standard_E2s_v5,unknown,,,,0.152,0.02809,81.5,USD,1 Hour
germanywestcentral,Germany West Central,DE,Recommended,Standard_E2s_v6,unknown,,,,0.16,0.029568,81.5,USD,1 Hour
germanywestcentral,Germany West Central,DE,Recommended,Standard_F4,unknown,,,,0.227,0.045,80.2,USD,1 Hour
germanywestcentral,Germany West Central,DE,Recommended,Standard_F4s,unknown,,,,0.227,0.04624,79.6,USD,1 Hour
germanywestcentral,Germany West Central,DE,Recommended,Standard_F4s_v2,unknown,,,,0.194,0.035851,81.5,USD,1 Hour
germanywestcentral,Germany West Central,DE,Recommended,Standard_FX4mds,unknown,,,,0.45,0.08316,81.5,USD,1 Hour
indiasouthcentral,India South Central,IN,Recommended,Standard_B4ms,unknown,,,,,,,,
indiasouthcentral,India South Central,IN,Recommended,Standard_D4,unknown,,,,,,,,
indiasouthcentral,India South Central,IN,Recommended,Standard_D4_v2,unknown,,,,,,,,
indiasouthcentral,India South Central,IN,Recommended,Standard_D4s_v3,unknown,,,,0.283,0.05128,81.9,USD,1 Hour
indiasouthcentral,India South Central,IN,Recommended,Standard_D4s_v4,unknown,,,,0.202,0.03733,81.5,USD,1 Hour
indiasouthcentral,India South Central,IN,Recommended,Standard_D4s_v5,unknown,,,,0.202,0.03733,81.5,USD,1 Hour
indiasouthcentral,India South Central,IN,Recommended,Standard_D4s_v6,unknown,,,,0.212,0.039178,81.5,USD,1 Hour
indiasouthcentral,India South Central,IN,Recommended,Standard_DS4_v2,unknown,,,,,,,,
indiasouthcentral,India South Central,IN,Recommended,Standard_E2_v3,unknown,,,,0.182,0.032978,81.9,USD,1 Hour
indiasouthcentral,India South Central,IN,Recommended,Standard_E2s_v3,unknown,,,,0.182,0.032978,81.9,USD,1 Hour
indiasouthcentral,India South Central,IN,Recommended,Standard_E2s_v4,unknown,,,,0.13,0.024024,81.5,USD,1 Hour
indiasouthcentral,India South Central,IN,Recommended,Standard_E2s_v5,unknown,,,,0.13,0.024024,81.5,USD,1 Hour
indiasouthcentral,India South Central,IN,Recommended,Standard_E2s_v6,unknown,,,,0.137,0.025318,81.5,USD,1 Hour
indiasouthcentral,India South Central,IN,Recommended,Standard_F4,unknown,,,,,,,,
indiasouthcentral,India South Central,IN,Recommended,Standard_F4s,unknown,,,,,,,,
indiasouthcentral,India South Central,IN,Recommended,Standard_F4s_v2,unknown,,,,,,,,
indiasouthcentral,India South Central,IN,Recommended,Standard_FX4mds,unknown,,,,,,,,
indonesiacentral,Indonesia Central,ID,Recommended,Standard_B4ms,unknown,,,,0.19,,,USD,1 Hour
indonesiacentral,Indonesia Central,ID,Recommended,Standard_D4,unknown,,,,,,,,
indonesiacentral,Indonesia Central,ID,Recommended,Standard_D4_v2,unknown,,,,0.584,0.117,80.0,USD,1 Hour
indonesiacentral,Indonesia Central,ID,Recommended,Standard_D4s_v3,unknown,,,,0.225,0.04158,81.5,USD,1 Hour
indonesiacentral,Indonesia Central,ID,Recommended,Standard_D4s_v4,unknown,,,,0.216,0.039917,81.5,USD,1 Hour
indonesiacentral,Indonesia Central,ID,Recommended,Standard_D4s_v5,unknown,,,,0.216,0.039917,81.5,USD,1 Hour
indonesiacentral,Indonesia Central,ID,Recommended,Standard_D4s_v6,unknown,,,,,,,,
indonesiacentral,Indonesia Central,ID,Recommended,Standard_DS4_v2,unknown,,,,0.584,0.118902,79.6,USD,1 Hour
indonesiacentral,Indonesia Central,ID,Recommended,Standard_E2_v3,unknown,,,,0.144,0.026611,81.5,USD,1 Hour
indonesiacentral,Indonesia Central,ID,Recommended,Standard_E2s_v3,unknown,,,,0.144,0.026611,81.5,USD,1 Hour
indonesiacentral,Indonesia Central,ID,Recommended,Standard_E2s_v4,unknown,,,,0.137,0.025318,81.5,USD,1 Hour
indonesiacentral,Indonesia Central,ID,Recommended,Standard_E2s_v5,unknown,,,,0.137,0.025318,81.5,USD,1 Hour
indonesiacentral,Indonesia Central,ID,Recommended,Standard_E2s_v6,unknown,,,,0.136,0.025133,81.5,USD,1 Hour
indonesiacentral,Indonesia Central,ID,Recommended,Standard_F4,unknown,,,,0.208,0.0416,80.0,USD,1 Hour
indonesiacentral,Indonesia Central,ID,Recommended,Standard_F4s,unknown,,,,0.208,0.042349,79.6,USD,1 Hour
indonesiacentral,Indonesia Central,ID,Recommended,Standard_F4s_v2,unknown,,,,0.176,0.032525,81.5,USD,1 Hour
indonesiacentral,Indonesia Central,ID,Recommended,Standard_FX4mds,unknown,,,,,,,,
israelcentral,Israel Central,IL,Recommended,Standard_B4ms,unknown,,,,0.192,,,USD,1 Hour
israelcentral,Israel Central,IL,Recommended,Standard_D4,unknown,,,,,,,,
israelcentral,Israel Central,IL,Recommended,Standard_D4_v2,unknown,,,,0.548,0.11,79.9,USD,1 Hour
israelcentral,Israel Central,IL,Recommended,Standard_D4s_v3,unknown,,,,0.224,0.041395,81.5,USD,1 Hour
israelcentral,Israel Central,IL,Recommended,Standard_D4s_v4,unknown,,,,0.224,0.041395,81.5,USD,1 Hour
israelcentral,Israel Central,IL,Recommended,Standard_D4s_v5,unknown,,,,0.224,0.041395,81.5,USD,1 Hour
israelcentral,Israel Central,IL,Recommended,Standard_D4s_v6,unknown,,,,0.235,0.043428,81.5,USD,1 Hour
israelcentral,Israel Central,IL,Recommended,Standard_DS4_v2,unknown,,,,0.548,0.111573,79.6,USD,1 Hour
israelcentral,Israel Central,IL,Recommended,Standard_E2_v3,unknown,,,,0.148,0.02735,81.5,USD,1 Hour
israelcentral,Israel Central,IL,Recommended,Standard_E2s_v3,unknown,,,,0.148,0.02735,81.5,USD,1 Hour
israelcentral,Israel Central,IL,Recommended,Standard_E2s_v4,unknown,,,,0.148,0.02735,81.5,USD,1 Hour
israelcentral,Israel Central,IL,Recommended,Standard_E2s_v5,unknown,,,,0.148,0.02735,81.5,USD,1 Hour
israelcentral,Israel Central,IL,Recommended,Standard_E2s_v6,unknown,,,,0.155,0.028644,81.5,USD,1 Hour
israelcentral,Israel Central,IL,Recommended,Standard_F4,unknown,,,,0.239,0.0478,80.0,USD,1 Hour
israelcentral,Israel Central,IL,Recommended,Standard_F4s,unknown,,,,0.239,0.04866,79.6,USD,1 Hour
israelcentral,Israel Central,IL,Recommended,Standard_F4s_v2,unknown,,,,0.202,0.03733,81.5,USD,1 Hour
israelcentral,Israel Central,IL,Recommended,Standard_FX4mds,unknown,,,,,,,,
italynorth,Italy North,IT,Recommended,Standard_B4ms,unknown,,,,0.192,0.0384,80.0,USD,1 Hour
italynorth,Italy North,IT,Recommended,Standard_D4,unknown,,,,,,,,
italynorth,Italy North,IT,Recommended,Standard_D4_v2,unknown,,,,0.543,0.109,79.9,USD,1 Hour
italynorth,Italy North,IT,Recommended,Standard_D4s_v3,unknown,,,,0.224,0.041395,81.5,USD,1 Hour
italynorth,Italy North,IT,Recommended,Standard_D4s_v4,unknown,,,,0.224,0.04153,81.5,USD,1 Hour
italynorth,Italy North,IT,Recommended,Standard_D4s_v5,unknown,,,,0.224,0.04153,81.5,USD,1 Hour
italynorth,Italy North,IT,Recommended,Standard_D4s_v6,unknown,,,,0.235,0.043428,81.5,USD,1 Hour
italynorth,Italy North,IT,Recommended,Standard_DS4_v2,unknown,,,,0.543,0.110555,79.6,USD,1 Hour
italynorth,Italy North,IT,Recommended,Standard_E2_v3,unknown,,,,0.148,0.02735,81.5,USD,1 Hour
italynorth,Italy North,IT,Recommended,Standard_E2s_v3,unknown,,,,0.148,0.02735,81.5,USD,1 Hour
italynorth,Italy North,IT,Recommended,Standard_E2s_v4,unknown,,,,0.148,0.02735,81.5,USD,1 Hour
italynorth,Italy North,IT,Recommended,Standard_E2s_v5,unknown,,,,0.148,0.02735,81.5,USD,1 Hour
italynorth,Italy North,IT,Recommended,Standard_E2s_v6,unknown,,,,0.155,0.028644,81.5,USD,1 Hour
italynorth,Italy North,IT,Recommended,Standard_F4,unknown,,,,0.227,0.045,80.2,USD,1 Hour
italynorth,Italy North,IT,Recommended,Standard_F4s,unknown,,,,0.227,0.04624,79.6,USD,1 Hour
italynorth,Italy North,IT,Recommended,Standard_F4s_v2,unknown,,,,0.194,0.035968,81.5,USD,1 Hour
italynorth,Italy North,IT,Recommended,Standard_FX4mds,unknown,,,,,,,,
japaneast,Japan East,JP,Recommended,Standard_B4ms,unknown,,,,0.218,,,USD,1 Hour
japaneast,Japan East,JP,Recommended,Standard_D4,unknown,,,,0.883,0.177,80.0,USD,1 Hour
japaneast,Japan East,JP,Recommended,Standard_D4_v2,unknown,,,,0.818,0.164,80.0,USD,1 Hour
japaneast,Japan East,JP,Recommended,Standard_D4s_v3,unknown,,,,0.258,0.047678,81.5,USD,1 Hour
japaneast,Japan East,JP,Recommended,Standard_D4s_v4,unknown,,,,0.248,0.04583,81.5,USD,1 Hour
japaneast,Japan East,JP,Recommended,Standard_D4s_v5,unknown,,,,0.248,0.04583,81.5,USD,1 Hour
japaneast,Japan East,JP,Recommended,Standard_D4s_v6,unknown,,,,0.26,0.048048,81.5,USD,1 Hour
japaneast,Japan East,JP,Recommended,Standard_DS4_v2,unknown,,,,0.818,0.166545,79.6,USD,1 Hour
japaneast,Japan East,JP,Recommended,Standard_E2_v3,unknown,,,,0.16,0.029568,81.5,USD,1 Hour
japaneast,Japan East,JP,Recommended,Standard_E2s_v3,unknown,,,,0.16,0.029568,81.5,USD,1 Hour
japaneast,Japan East,JP,Recommended,Standard_E2s_v4,unknown,,,,0.152,0.02809,81.5,USD,1 Hour
japaneast,Japan East,JP,Recommended,Standard_E2s_v5,unknown,,,,0.152,0.02809,81.5,USD,1 Hour
japaneast,Japan East,JP,Recommended,Standard_E2s_v6,unknown,,,,0.16,0.029568,81.5,USD,1 Hour
japaneast,Japan East,JP,Recommended,Standard_F4,unknown,,,,0.252,0.05,80.2,USD,1 Hour
japaneast,Japan East,JP,Recommended,Standard_F4s,unknown,,,,0.252,0.051332,79.6,USD,1 Hour
japaneast,Japan East,JP,Recommended,Standard_F4s_v2,unknown,,,,0.214,0.034,84.1,USD,1 Hour
japaneast,Japan East,JP,Recommended,Standard_FX4mds,unknown,,,,0.454,0.083899,81.5,USD,1 Hour
japanwest,Japan West,JP,Recommended,Standard_B4ms,unknown,,,,0.24,,,USD,1 Hour
japanwest,Japan West,JP,Recommended,Standard_D4,unknown,,,,0.768,0.154,79.9,USD,1 Hour
japanwest,Japan West,JP,Recommended,Standard_D4_v2,unknown,,,,0.729,0.146,80.0,USD,1 Hour
japanwest,Japan West,JP,Recommended,Standard_D4s_v3,unknown,,,,0.258,0.047678,81.5,USD,1 Hour
japanwest,Japan West,JP,Recommended,Standard_D4s_v4,unknown,,,,0.273,0.05045,81.5,USD,1 Hour
japanwest,Japan West,JP,Recommended,Standard_D4s_v5,unknown,,,,0.248,0.04583,81.5,USD,1 Hour
japanwest,Japan West,JP,Recommended,Standard_D4s_v6,unknown,,,,0.26,0.048048,81.5,USD,1 Hour
japanwest,Japan West,JP,Recommended,Standard_DS4_v2,unknown,,,,0.729,0.148424,79.6,USD,1 Hour
japanwest,Japan West,JP,Recommended,Standard_E2_v3,unknown,,,,0.16,0.029568,81.5,USD,1 Hour
japanwest,Japan West,JP,Recommended,Standard_E2s_v3,unknown,,,,0.16,0.029568,81.5,USD,1 Hour
japanwest,Japan West,JP,Recommended,Standard_E2s_v4,unknown,,,,0.167,0.030862,81.5,USD,1 Hour
japanwest,Japan West,JP,Recommended,Standard_E2s_v5,unknown,,,,0.152,0.02809,81.5,USD,1 Hour
japanwest,Japan West,JP,Recommended,Standard_E2s_v6,unknown,,,,0.16,0.029568,81.5,USD,1 Hour
japanwest,Japan West,JP,Recommended,Standard_F4,unknown,,,,0.252,0.05,80.2,USD,1 Hour
japanwest,Japan West,JP,Recommended,Standard_F4s,unknown,,,,0.252,0.051332,79.6,USD,1 Hour
japanwest,Japan West,JP,Recommended,Standard_F4s_v2,unknown,,,,0.235,0.034,85.5,USD,1 Hour
japanwest,Japan West,JP,Recommended,Standard_FX4mds,unknown,,,,,,,,
koreacentral,Korea Central,KR,Recommended,Standard_B4ms,unknown,,,,0.208,,,USD,1 Hour
koreacentral,Korea Central,KR,Recommended,Standard_D4,unknown,,,,,,,,
koreacentral,Korea Central,KR,Recommended,Standard_D4_v2,unknown,,,,0.66,0.132,80.0,USD,1 Hour
koreacentral,Korea Central,KR,Recommended,Standard_D4s_v3,unknown,,,,0.246,0.045461,81.5,USD,1 Hour
koreacentral,Korea Central,KR,Recommended,Standard_D4s_v4,unknown,,,,0.236,0.043613,81.5,USD,1 Hour
koreacentral,Korea Central,KR,Recommended,Standard_D4s_v5,unknown,,,,0.236,0.043613,81.5,USD,1 Hour
koreacentral,Korea Central,KR,Recommended,Standard_D4s_v6,unknown,,,,0.248,0.04583,81.5,USD,1 Hour
koreacentral,Korea Central,KR,Recommended,Standard_DS4_v2,unknown,,,,0.66,0.134376,79.6,USD,1 Hour
koreacentral,Korea Central,KR,Recommended,Standard_E2_v3,unknown,,,,0.16,0.029568,81.5,USD,1 Hour
koreacentral,Korea Central,KR,Recommended,Standard_E2s_v3,unknown,,,,0.16,0.029568,81.5,USD,1 Hour
koreacentral,Korea Central,KR,Recommended,Standard_E2s_v4,unknown,,,,0.152,0.02809,81.5,USD,1 Hour
koreacentral,Korea Central,KR,Recommended,Standard_E2s_v5,unknown,,,,0.152,0.02809,81.5,USD,1 Hour
koreacentral,Korea Central,KR,Recommended,Standard_E2s_v6,unknown,,,,0.16,0.029568,81.5,USD,1 Hour
koreacentral,Korea Central,KR,Recommended,Standard_F4,unknown,,,,0.204,0.0408,80.0,USD,1 Hour
koreacentral,Korea Central,KR,Recommended,Standard_F4s,unknown,,,,0.204,0.041534,79.6,USD,1 Hour
koreacentral,Korea Central,KR,Recommended,Standard_F4s_v2,unknown,,,,0.192,0.034,82.3,USD,1 Hour
koreacentral,Korea Central,KR,Recommended,Standard_FX4mds,unknown,,,,0.45,0.08316,81.5,USD,1 Hour
koreasouth,Korea South,KR,Recommended,Standard_B4ms,unknown,,,,0.207,,,USD,1 Hour
koreasouth,Korea South,KR,Recommended,Standard_D4,unknown,,,,,,,,
koreasouth,Korea South,KR,Recommended,Standard_D4_v2,unknown,,,,0.594,0.119,80.0,USD,1 Hour
koreasouth,Korea South,KR,Recommended,Standard_D4s_v3,unknown,,,,0.221,0.040841,81.5,USD,1 Hour
koreasouth,Korea South,KR,Recommended,Standard_D4s_v4,unknown,,,,0.221,0.040819,81.5,USD,1 Hour
koreasouth,Korea South,KR,Recommended,Standard_D4s_v5,unknown,,,,0.221,0.040841,81.5,USD,1 Hour
